tweet_id,retweet_count,favorite_count
829141528400556032,8452,26773
829011960981237760,18460,57883
828801551087042563,3862,0
828770345708580865,6687,27914
828708714936930305,12762,39992
828650029636317184,1533,10405
828409743546925057,1293,6863
828408677031882754,1461,8356
828381636999917570,2525,13776
828376505180889089,1203,8067
828372645993398273,3313,13670
828361771580813312,194,2394
828046555563323392,3232,12858
828011680017821696,2431,11324
827933404142436356,5929,22040
827653905312006145,3403,16874
827600520311402496,1076,8099
827324948884643840,3472,17399
827228250799742977,13398,0
827199976799354881,2554,11582
826958653328592898,5712,23612
826848821049180160,11749,40063
826615380357632002,4477,0
826598799820865537,290,5610
826598365270007810,2685,11045
826476773533745153,4783,20151
826240494070030336,2946,14529
826204788643753985,1067,5328
826115272272650244,3569,17182
825876512159186944,2135,11440
825829644528148480,2832,13941
825535076884762624,19493,56066
825147591692263424,5206,20062
825120256414846976,1468,0
825026590719483904,1468,6963
824796380199809024,6235,0
824775126675836928,4026,16393
824663926340194305,1979,11037
824325613288833024,11752,12909
824297048279236611,4424,16500
824025158776213504,674,5224
823939628516474880,3092,11680
823719002937630720,12835,0
823699002998870016,2750,13754
823581115634085888,3014,14295
823333489516937216,30,772
823322678127919110,4598,17313
823269594223824897,11307,0
822975315408461824,3922,19016
822872901745569793,47768,131922
822859134160621569,2604,14477
822647212903690241,7323,0
822610361945911296,3394,16209
822489057087389700,7323,19972
822462944365645825,17001,31553
822244816520155136,11307,38599
822163064745328640,5507,0
821886076407029760,2674,12501
821813639212650496,3797,0
821765923262631936,1889,9267
821522889702862852,2015,8822
821421320206483457,6396,0
821407182352777218,5003,12985
821153421864615936,10,278
821149554670182400,2303,9646
821107785811234820,2462,10574
821044531881721856,2613,13932
820837357901512704,7667,0
820749716845686786,11418,34763
820690176645140481,3687,13434
820494788566847489,644,0
820446719150292993,2954,0
820314633777061888,644,3688
820078625395449857,7183,21836
820013781606658049,1354,0
819952236453363712,1354,5884
819924195358416896,5554,14195
819711362133872643,3576,14813
819588359383371776,2256,10543
819347104292290561,1374,7963
819238181065359361,459,2527
819227688460238848,7667,25474
819015337530290176,41902,0
819015331746349057,21619,0
819006400881917954,21619,49668
819004803107983360,41902,94918
818646164899774465,23876,0
818627210458333184,8501,24427
818614493328580609,2956,10891
818588835076603904,7060,0
818536468981415936,2855,12065
818307523543449600,9301,0
818259473185828864,2596,12134
818145370475810820,2981,13598
817908911860748288,900,5327
817827839487737858,31024,57188
817777686764523521,3060,11820
817536400337801217,3475,13015
817502432452313088,3888,0
817423860136083457,17322,37930
817415592588222464,1119,6214
817181837579653120,9811,0
817171292965273600,2308,9630
817120970343411712,2990,13294
817056546584727552,1904,9456
816829038950027264,5437,0
816816676327063552,2340,11000
816697700272001025,2520,10834
816450570814898180,9301,33749
816336735214911488,2247,9501
816091915477250048,2478,9860
816062466425819140,1198,0
816014286006976512,6100,0
815990720817401858,1198,5510
815966073409433600,9811,24895
815745968457060357,4743,0
815736392542261248,2601,10868
815639385530101762,1894,9105
815390420867969024,4366,11396
814986499976527872,1495,8420
814638523311648768,3111,12449
814578408554463233,6692,0
814530161257443328,2137,9585
814153002265309185,9998,31773
813944609378369540,3703,0
813910438903693312,2171,10267
813812741911748608,16133,40137
813800681631023104,2034,9235
813217897535406080,8403,20642
813202720496779264,2071,10132
813187593374461952,5038,21940
813172488309972993,2219,10305
813157409116065792,2538,8537
813142292504645637,2701,9293
813130366689148928,507,4927
813127251579564032,3615,13144
813112105746448384,3196,11430
813096984823349248,4175,11615
813081950185472002,3189,10920
813066809284972545,2253,8805
813051746834595840,8438,23165
812781120811126785,2179,8324
812747805718642688,7991,0
812709060537683968,1655,7328
812503143955202048,1414,6744
812466873996607488,2210,8838
812372279581671427,4222,15131
811985624773361665,1635,8048
811744202451197953,1863,8364
811647686436880384,862,6163
811627233043480576,3614,14167
811386762094317568,7370,23130
810984652412424192,1642,5896
810896069567610880,2079,10033
810657578271330305,3035,12123
810284430598270976,13249,39364
810254108431155201,3862,16267
809920764300447744,4477,17133
809808892968534016,5654,0
809448704142938112,1682,7674
809220051211603969,6489,22103
809084759137812480,4020,14592
808838249661788160,3501,11183
808733504066486276,2488,8747
808501579447930884,2981,12499
808344865868283904,23876,46979
808134635716833280,6896,0
808106460588765185,2502,9651
808001312164028416,4059,13920
807621403335917568,4243,16135
807106840509214720,61712,122529
807059379405148160,8441,0
807010152071229440,4386,14422
806629075125202948,40419,83457
806620845233815552,6360,0
806576416489959424,2211,5342
806542213899489280,2741,11293
806242860592926720,13457,0
806219024703037440,1380,7104
805958939288408065,6175,0
805932879469572096,2187,9138
805826884734976000,2115,7290
805823200554876929,9282,0
805520635690676224,1894,6320
805487436403003392,2910,9714
805207613751304193,1950,8613
804738756058218496,4445,15214
804475857670639616,2338,6831
804413760345620481,3689,0
804026241225523202,18720,49464
803773340896923648,3184,11138
803692223237865472,8607,0
803638050916102144,4783,12179
803380650405482500,2146,8555
803321560782307329,6147,0
803276597545603072,2849,11130
802952499103731712,2315,10018
802624713319034886,3370,0
802600418706604034,1693,7905
802572683846291456,2898,9901
802323869084381190,6747,18012
802265048156610565,1563,6990
802239329049477120,3015,10059
802185808107208704,310,0
801958328846974976,1971,8552
801854953262350336,270,1944
801538201127157760,2364,9079
801285448605831168,951,6745
801167903437357056,6896,27242
801127390143516673,4577,0
801115127852503040,2402,8947
800859414831898624,112,771
800855607700029440,1870,0
800751577355128832,3187,11633
800513324630806528,3455,14585
800459316964663297,2462,10470
800443802682937345,4996,0
800388270626521089,3228,12380
800188575492947969,4539,0
800141422401830912,2954,16986
800018252395122689,15195,31563
799774291445383169,5419,0
799757965289017345,2481,9321
799422933579902976,2194,8913
799308762079035393,6395,0
799297110730567681,3197,10989
799063482566066176,2838,8999
798933969379225600,5151,14631
798925684722855936,1650,8211
798705661114773508,7641,0
798701998996647937,9012,0
798697898615730177,7527,0
798694562394996736,5754,0
798686750113755136,2680,0
798682547630837760,5465,0
798673117451325440,6426,0
798665375516884993,4472,0
798644042770751489,2130,0
798628517273620480,2255,0
798585098161549313,6569,0
798576900688019456,6807,0
798340744599797760,3882,0
798209839306514432,2932,11480
797971864723324932,3616,12937
797545162159308800,5591,16106
797236660651966464,7642,22195
797165961484890113,32,255
796904159865868288,10310,0
796865951799083009,2175,8505
796759840936919040,3533,13197
796563435802726400,8439,0
796484825502875648,2024,8422
796387464403357696,4803,12243
796177847564038144,16471,0
796149749086875649,16471,35983
796125600683540480,2067,5491
796116448414461957,2783,10085
796080075804475393,2669,9397
796031486298386433,4257,11990
795464331001561088,27450,55352
795400264262053889,3290,11212
795076730285391872,6235,18017
794983741416415232,3901,0
794926597468000259,2670,11423
794355576146903043,11896,0
794332329137291264,3058,10626
794205286408003585,3844,10233
793962221541933056,5654,18757
793845145112371200,2164,10231
793614319594401792,3619,0
793601777308463104,1892,8863
793500921481273345,2748,11877
793286476301799424,10605,27386
793271401113350145,2727,9617
793256262322548741,9601,22206
793241302385262592,3772,11702
793226087023144960,3305,10939
793210959003287553,3262,9930
793195938047070209,6464,16958
793180763617361921,2297,7685
793165685325201412,3212,10418
793150605191548928,1969,6858
793135492858580992,2869,7158
793120401413079041,4511,14098
792913359805018113,4662,15951
792883833364439040,4923,12583
792773781206999040,1942,8153
792394556390137856,4953,15029
792050063153438720,2067,7983
791821351946420224,24286,0
791784077045166082,11162,0
791780927877898241,4385,0
791774931465953280,25542,49758
791672322847637504,3619,13043
791406955684368384,4743,14594
791312159183634433,2934,9783
791026214425268224,4789,0
790987426131050500,2456,11012
790946055508652032,5437,18468
790723298204217344,2672,0
790698755171364864,2182,9107
790581949425475584,8246,22990
790337589677002753,2153,8682
790277117346975746,3703,13970
790227638568808452,4153,0
789986466051088384,2672,10305
789960241177853952,4797,0
789903600034189313,4801,11567
789628658055020548,2053,8382
789599242079838210,2246,7561
789530877013393408,3901,13093
789314372632018944,2643,9539
789280767834746880,5693,0
789268448748703744,2977,10127
789137962068021249,3215,10802
788908386943430656,14276,30438
788765914992902144,11896,30511
788552643979468800,8310,0
788412144018661376,5914,15956
788178268662984705,2459,8048
788150585577050112,1497,6833
788070120937619456,3921,0
788039637453406209,1521,6821
787810552592695296,3504,9651
787717603741622272,3210,11342
787397959788929025,3257,12039
787322443945877504,2009,8660
787111942498508800,7710,0
786963064373534720,9232,29511
786729988674449408,2795,0
786709082849828864,7000,20161
786664955043049472,2969,11878
786595970293370880,3564,10428
786363235746385920,4039,12096
786286427768250368,3313,8869
786233965241827333,5507,17040
786051337297522688,177,1601
786036967502913536,8117,0
785927819176054784,3610,12604
785872687017132033,2104,7432
785639753186217984,2541,8666
785533386513321988,2312,10116
785515384317313025,1457,6765
785264754247995392,1891,8082
785170936622350336,5585,13406
784826020293709826,3689,11247
784517518371221505,2927,9977
784431430411685888,1476,6288
784183165795655680,9282,22352
784057939640352768,12835,33250
783839966405230592,12488,33428
783821107061198850,2252,8162
783695101801398276,3691,11573
783466772167098368,2578,9406
783391753726550016,6358,18765
783347506784731136,6468,0
783334639985389568,13457,32420
783085703974514689,2532,9032
782969140009107456,8441,26785
782747134529531904,1590,8260
782722598790725632,6175,19118
782598640137187329,2166,8641
782305867769217024,6396,18492
782021823840026624,7177,0
781955203444699136,3868,12285
781661882474196992,3101,11550
781655249211752448,1297,4427
781524693396357120,6360,23007
781308096455073793,2925,7914
781251288990355457,2422,9375
781163403222056960,3136,10821
780931614150983680,8439,24016
780858289093574656,2300,7982
780800785462489090,1487,6096
780601303617732608,3797,13436
780543529827336192,2001,6985
780496263422808064,4283,0
780476555013349377,136,0
780459368902959104,1218,5848
780192070812196864,2558,9649
780092040432480260,2634,0
780074436359819264,5732,13621
779834332596887552,8117,21087
779377524342161408,3572,9769
779124354206535695,21102,0
779123168116150273,4178,13091
779056095788752897,5181,16398
778990705243029504,8346,22192
778774459159379968,11433,0
778764940568104960,421,948
778748913645780993,1544,7654
778650543019483137,1708,6400
778624900596654080,1158,5149
778408200802557953,4970,15047
778396591732486144,14035,0
778383385161035776,1262,6482
778286810187399168,3786,11500
778039087836069888,3027,9368
778027034220126208,1862,7266
777953400541634568,4035,0
777885040357281792,1877,7031
777684233540206592,3370,12428
777641927919427584,4898,0
777621514455814149,2865,9686
777189768882946048,4953,15808
776819012571455488,15685,0
776813020089548800,1387,5402
776477788987613185,3209,9808
776249906839351296,10545,0
776218204058357768,18272,33117
776201521193218049,2879,10603
776113305656188928,4996,13005
776088319444877312,176,2028
775898661951791106,17439,0
775842724423557120,3069,12948
775733305207554048,4577,15317
775729183532220416,5247,14265
775364825476165632,3429,8240
775350846108426240,4480,11229
775085132600442880,5419,17174
774757898236878852,2012,9409
774639387460112384,1993,7442
774314403806253056,6395,24025
773985732834758656,4437,11836
773922284943896577,1972,7063
773704687002451968,1862,7268
773670353721753600,1479,5895
773547596996571136,7060,24383
773336787167145985,5837,0
773308824254029826,8552,25650
773247561583001600,3655,10334
773191612633579521,4693,11042
772877495989305348,4445,9490
772826264096874500,2647,8800
772615324260794368,3864,0
772581559778025472,1947,7148
772193107915964416,1584,6617
772152991789019136,1287,4157
772117678702071809,837,4141
772114945936949249,542,2988
772102971039580160,1057,4424
771908950375665664,2152,7249
771770456517009408,3882,13273
771500966810099713,2981,9117
771380798096281600,5837,11655
771171053431250945,8616,0
771136648247640064,3326,10151
771102124360998913,1636,6849
771014301343748096,1761,6979
771004394259247104,252,0
770787852854652928,1399,5458
770772759874076672,1604,5715
770743923962707968,51893,0
770655142660169732,1988,8069
770414278348247044,2358,6940
770293558247038976,1693,6874
770093767776997377,3480,0
770069151037685760,2620,8329
769940425801170949,11011,34725
769695466921623552,1902,7056
769335591808995329,8750,0
769212283578875904,1947,5949
768970937022709760,7472,15916
768909767477751808,3092,0
768855141948723200,1024,4623
768609597686943744,1373,4548
768596291618299904,1457,5556
768554158521745409,6648,0
768473857036525572,3911,15008
768193404517830656,4035,12070
767884188863397888,1610,5264
767754930266464257,6147,17673
767500508068192258,2659,8230
767191397493538821,4357,13539
767122157629476866,3235,11152
766864461642756096,6458,0
766793450729734144,1550,5610
766714921925144576,434,2856
766693177336135680,906,4458
766423258543644672,1806,6639
766313316352462849,2147,7453
766078092750233600,2948,0
766069199026450432,996,4726
766008592277377025,566,4119
765719909049503744,2452,7967
765669560888528897,1394,5715
765395769549590528,3109,20419
765371061932261376,2451,7799
765222098633691136,3864,12795
764857477905154048,2006,7055
764259802650378240,1726,6671
763956972077010945,61,806
763837565564780549,4789,13955
763183847194451968,1683,5969
763167063695355904,3452,0
763103485927849985,2579,8096
762699858130116608,4153,13437
762471784394268675,7514,12484
762464539388485633,4797,11415
762316489655476224,1284,5325
762035686371364864,17749,35163
761976711479193600,2290,5952
761750502866649088,4494,0
761745352076779520,974,4678
761672994376806400,33088,54564
761599872357261312,1324,4542
761371037149827077,20316,0
761334018830917632,1649,5750
761292947749015552,1250,4927
761227390836215808,1760,5872
761004547850530816,3921,12399
760893934457552897,1095,4208
760656994973933572,2186,7283
760641137271070720,1464,5439
760539183865880579,4120,8336
760521673607086080,1591,4650
760290219849637889,13023,29430
760252756032651264,986,4317
760190180481531904,2054,6283
760153949710192640,38,0
759943073749200896,2361,6537
759923798737051648,6458,16177
759846353224826880,2248,7383
759793422261743616,2157,6570
759566828574212096,24083,0
759557299618865152,1331,5174
759447681597108224,2795,9360
759446261539934208,555,1837
759197388317847553,2205,6684
759159934323924993,1341,0
759099523532779520,4769,15978
759047813560868866,2281,7179
758854675097526272,1017,3884
758828659922702336,4338,12293
758740312047005698,1814,6303
758474966123810816,1121,4193
758467244762497024,2507,5287
758405701903519748,2183,5725
758355060040593408,1233,3777
758099635764359168,11433,21134
758041019896193024,430,2984
757741869644341248,3675,7564
757729163776290825,9220,0
757725642876129280,1377,4981
757611664640446465,1261,4994
757597904299253760,330,0
757596066325864448,1203,4777
757400162377592832,7681,16644
757393109802180609,1987,6422
757354760399941633,1616,4959
756998049151549440,2250,6889
756939218950160384,2276,7291
756651752796094464,1499,5575
756526248105566208,4125,11426
756303284449767430,1219,4337
756288534030475264,14903,28296
756275833623502848,1726,7074
755955933503782912,3258,8050
755206590534418437,6099,18091
755110668769038337,12508,23290
754874841593970688,9101,0
754856583969079297,2851,7550
754747087846248448,588,2831
754482103782404096,2200,5819
754449512966619136,831,4122
754120377874386944,2650,8613
754011816964026368,4055,9660
753655901052166144,2466,6415
753420520834629632,4032,8669
753398408988139520,2163,6351
753375668877008896,2634,8344
753298634498793472,6553,0
753294487569522689,1177,3736
753039830821511168,23747,40775
753026973505581056,1101,4259
752932432744185856,7710,13862
752917284578922496,1773,7533
752701944171524096,3261,0
752682090207055872,1819,6600
752660715232722944,1778,4852
752568224206688256,2577,6093
752519690950500352,3881,8100
752334515931054080,1251,4205
752309394570878976,18839,0
752173152931807232,2093,6539
751950017322246144,1047,3391
751937170840121344,1509,5730
751830394383790080,2201,6377
751793661361422336,3286,6429
751598357617971201,3409,8636
751583847268179968,1253,4825
751538714308972544,1434,5512
751456908746354688,1120,3498
751251247299190784,6620,13689
751205363882532864,2066,6898
751132876104687617,1468,5588
750868782890057730,1577,5272
750719632563142656,5693,14519
750506206503038976,1304,4893
750429297815552001,4898,14465
750383411068534784,1296,4978
750381685133418496,37,759
750147208377409536,1088,3389
750132105863102464,1426,3964
750117059602808832,1451,4718
750101899009982464,950,3329
750086836815486976,612,2371
750071704093859840,3766,8609
750056684286914561,1004,3422
750041628174217216,696,3472
750026558547456000,883,2967
750011400160841729,1026,3546
749996283729883136,908,3316
749981277374128128,2761,5583
749774190421639168,1486,5084
749417653287129088,1883,6669
749403093750648834,612,2875
749395845976588288,3917,9431
749317047558017024,2487,6025
749075273010798592,2338,6316
749064354620928000,1706,5249
749036806121881602,892,3404
748977405889503236,3731,11172
748932637671223296,2544,6413
748705597323898880,1058,3023
748699167502000129,1804,5186
748692773788876800,1497,4629
748575535303884801,2249,6652
748568946752774144,768,2395
748346686624440324,1401,5696
748337862848962560,4652,8397
748324050481647620,863,4049
748307329658011649,804,4009
748220828303695873,8746,15428
747963614829678593,2426,6346
747933425676525569,2869,7258
747885874273214464,1110,3221
747844099428986880,842,3063
747816857231626240,1308,5306
747651430853525504,177,1505
747648653817413632,6552,14082
747600769478692864,613,2530
747594051852075008,1194,4037
747512671126323200,1788,6066
747461612269887489,1164,4230
747439450712596480,2168,5934
747242308580548608,3234,0
747219827526344708,1776,5746
747204161125646336,1029,3693
747103485104099331,4515,10477
746906459439529985,333,3149
746872823977771008,2411,6543
746818907684614144,1929,5771
746790600704425984,1797,5317
746757706116112384,4385,10429
746726898085036033,2023,6606
746542875601690625,2084,5490
746521445350707200,1099,0
746507379341139972,1219,5059
746369468511756288,1840,6597
746131877086527488,2481,7523
746056683365994496,924,3872
745789745784041472,1201,4404
745712589599014916,2617,7607
745433870967832576,2859,7766
745422732645535745,2748,9347
745314880350101504,3103,7803
745074613265149952,3953,8541
745057283344719872,2563,7891
744995568523612160,706,3256
744971049620602880,3016,8602
744709971296780288,1752,6113
744334592493166593,2398,7389
744234799360020481,78839,130212
744223424764059648,421,1852
743980027717509120,1224,4526
743895849529389061,1072,3967
743835915802583040,2359,0
743609206067040256,1548,4882
743595368194129920,7370,20128
743545585370791937,1053,3840
743510151680958465,4151,8598
743253157753532416,1356,4588
743222593470234624,2142,6752
743210557239623680,1539,4182
742534281772302336,3976,7678
742528092657332225,2227,4844
742465774154047488,4345,7871
742423170473463808,4283,10733
742385895052087300,2242,7404
742161199639494656,1533,4715
742150209887731712,1760,5614
741793263812808706,1684,4949
741743634094141440,3110,8894
741438259667034112,932,4001
741303864243200000,3617,9576
741099773336379392,6201,10917
741067306818797568,3480,10271
740995100998766593,3121,6970
740711788199743490,1054,3720
740699697422163968,881,3082
740676976021798912,7641,19743
740373189193256964,14966,37648
740365076218183684,487,2706
740359016048689152,957,3589
740214038584557568,2201,7281
739979191639244800,6648,21752
739932936087216128,1208,4415
739844404073074688,954,4113
739623569819336705,1531,4150
739606147276148736,1858,5869
739544079319588864,24083,43381
739485634323156992,3283,7827
739238157791694849,51893,74622
738891149612572673,6,115
738885046782832640,1270,4099
738883359779196928,910,3645
738537504001953792,1748,5540
738402415918125056,944,3574
738184450748633089,1352,4694
738166403467907072,3807,9574
738156290900254721,741,2753
737826014890496000,1995,5714
737800304142471168,3867,10883
737678689543020544,1502,5495
737445876994609152,5003,11226
737322739594330112,898,3930
737310737551491075,8274,15953
736736130620620800,1952,4701
736392552031657984,8310,19320
736365877722001409,1400,4345
736225175608430592,3087,8837
736010884653420544,3323,8597
735991953473572864,1275,3913
